Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
13830	-15809.19	-15818.35	9.15282	0.128409	0.103879	0.092228	0.097428	0.110914	0.0641628	0.117643	0.0721386	0.106368	0.171779	0.0850071	0.090432	0.0961448	0.0847935	0.130735	0.133112	0.13316	0.0916626	0.118228	0.0880852	0.0801174	0.102169	0.162546	0.0392443	0.0325569	0.0294568	0.0193108	0.0243283	0.067202	0.0357637	0.0289712	0.00973084	0.0292066	0.0419742	0.0785137	0.0258601	0.0501648	0.0416566	0.0297031	0.0552926	0.0285169	0.0312526	0.0424207	3.202269
13840	-15811.37	-15820.56	9.195094	0.135443	0.112164	0.0979312	0.103919	0.120601	0.0763226	0.133591	0.0705685	0.0911767	0.166549	0.0723953	0.0867202	0.106215	0.0964242	0.092598	0.118946	0.128589	0.11873	0.137282	0.0695732	0.0880674	0.0934023	0.129469	0.0492968	0.0273213	0.0577276	0.0297492	0.0212222	0.0494812	0.0273929	0.0452256	0.024213	0.027841	0.0450893	0.0854419	0.0207247	0.0299838	0.0324707	0.0167217	0.0552952	0.0320654	0.0218206	0.0522795	3.198041
13850	-15805.19	-15813.42	8.227957	0.131529	0.108501	0.119195	0.0993108	0.110474	0.0875341	0.131927	0.089879	0.100482	0.166549	0.0725964	0.0734266	0.116277	0.100289	0.112003	0.132493	0.128343	0.122478	0.120651	0.0655794	0.0989805	0.10641	0.194253	0.0479172	0.0296898	0.0247356	0.0225812	0.0202111	0.0594639	0.0286008	0.0396191	0.0214887	0.0145707	0.0435133	0.0771369	0.0305802	0.021198	0.0424565	0.0357381	0.0496161	0.0378117	0.0185392	0.0401266	3.294755
13860	-15806.04	-15815.23	9.183698	0.123823	0.105521	0.092169	0.0959805	0.11226	0.0881996	0.11432	0.0772206	0.111071	0.189027	0.102042	0.0879925	0.0962079	0.0943553	0.0963891	0.121641	0.128226	0.103846	0.120651	0.0699158	0.0897128	0.0906711	0.190931	0.0492881	0.0265043	0.0218029	0.0259546	0.0125363	0.053357	0.0386937	0.0391729	0.0244744	0.0198614	0.0486728	0.0877507	0.0292495	0.024599	0.039258	0.0234087	0.0470872	0.0279981	0.0297778	0.0275623	3.199181
13870	-15807.12	-15816.82	9.692174	0.117028	0.0920749	0.0921065	0.0997833	0.106524	0.0985077	0.115437	0.0747799	0.103461	0.176303	0.0823686	0.0709042	0.0896691	0.100447	0.121056	0.123228	0.124276	0.103846	0.097263	0.072496	0.107795	0.0772751	0.163187	0.0174002	0.0300992	0.0310969	0.0352131	0.0252725	0.0410694	0.0250326	0.0352496	0.0224692	0.0260603	0.0483935	0.0986944	0.0382997	0.0291227	0.0465131	0.0354136	0.0521834	0.0425207	0.0176662	0.0407469	3.148333
13880	-15803.5	-15812.95	9.450636	0.147889	0.0881893	0.117691	0.0879499	0.114577	0.0675036	0.113531	0.0796122	0.0849577	0.156969	0.0836952	0.0881706	0.0896691	0.0863489	0.121056	0.111505	0.133476	0.0987848	0.134806	0.0777537	0.0724198	0.0834154	0.18062	0.0147264	0.0305492	0.0332807	0.0215624	0.0117946	0.0558538	0.036067	0.0384162	0.0323659	0.0348781	0.0562639	0.0876069	0.0230654	0.0267842	0.0411842	0.0496795	0.0532162	0.0370434	0.0201675	0.0473917	3.172487
13890	-15815.06	-15825.09	10.03546	0.134307	0.098954	0.119029	0.0926748	0.123416	0.0796652	0.0901529	0.0787346	0.0869814	0.162754	0.0819966	0.0773215	0.0896691	0.110712	0.118729	0.114678	0.101108	0.11636	0.0965943	0.0858637	0.0716632	0.0929848	0.166335	0.0253509	0.0335768	0.0197046	0.0317456	0.0183887	0.0592149	0.0196697	0.0317022	0.0223735	0.0350771	0.0507917	0.07488	0.0251589	0.0163623	0.0386808	0.057832	0.0558694	0.0461453	0.0186177	0.0421789	3.114005
13900	-15809.63	-15819.14	9.505543	0.15273	0.0868951	0.0957099	0.0839397	0.0958133	0.0799872	0.127107	0.0886809	0.104575	0.149346	0.0999905	0.0816939	0.0902276	0.0822953	0.111526	0.112857	0.131913	0.100599	0.1398	0.0633164	0.0815736	0.0903854	0.163359	0.0266777	0.0218101	0.0227199	0.0362899	0.0135135	0.0478649	0.0189038	0.039394	0.0332017	0.0301248	0.0661489	0.0731178	0.0370981	0.0360066	0.0438192	0.04973	0.0642595	0.03506	0.0218229	0.0351113	3.166996
13910	-15815.97	-15823.62	7.65755	0.139823	0.0978389	0.100364	0.077277	0.15271	0.0752943	0.123876	0.0660614	0.0960551	0.177822	0.10369	0.0986513	0.0966621	0.115484	0.122689	0.11213	0.117758	0.137752	0.129411	0.0891839	0.0871695	0.0870862	0.189966	0.0265737	0.0379201	0.0174379	0.0220441	0.019764	0.0585135	0.0254672	0.032762	0.0361575	0.0225461	0.0463263	0.0858939	0.035022	0.0397031	0.0441708	0.0480246	0.0504169	0.0277374	0.0453649	0.0351957	3.351796
13920	-15808.65	-15818.22	9.573666	0.135623	0.0890266	0.0968014	0.0907651	0.0988471	0.0597341	0.123876	0.0626345	0.0955428	0.169902	0.0879278	0.0917398	0.105761	0.0814752	0.11418	0.132161	0.122612	0.112895	0.104048	0.0739853	0.104098	0.103771	0.15282	0.0262305	0.0231666	0.0237	0.0345045	0.0129694	0.0573101	0.0305322	0.0279831	0.0193235	0.0284531	0.0562863	0.0974891	0.0306254	0.0376984	0.0380808	0.043513	0.0649294	0.0323183	0.0176653	0.0471808	3.160184
13930	-15809.89	-15819.24	9.351899	0.148555	0.0816437	0.111122	0.0740322	0.133346	0.0909496	0.122433	0.0632283	0.0949734	0.143979	0.0762963	0.0800364	0.086362	0.0814752	0.113982	0.117336	0.1271	0.113496	0.109354	0.0693006	0.0833162	0.0868595	0.180572	0.0182302	0.0361567	0.0238836	0.0310814	0.0182555	0.0521139	0.0281771	0.0261708	0.047824	0.0287571	0.0497285	0.109234	0.0356142	0.042749	0.0338458	0.0449898	0.0554923	0.0421115	0.0185518	0.0496455	3.182361
13940	-15817.72	-15826.72	8.996503	0.130275	0.101547	0.0821388	0.099372	0.12366	0.0748214	0.122433	0.0701361	0.0831928	0.156953	0.085074	0.0672107	0.127288	0.123955	0.123379	0.124604	0.114662	0.124769	0.0873114	0.0810046	0.0958094	0.0879573	0.152772	0.0259484	0.0229987	0.021696	0.0190637	0.0328329	0.07024	0.0281771	0.0416106	0.0389237	0.0132219	0.0623463	0.0861659	0.0477298	0.0365004	0.0368677	0.0583859	0.0407534	0.0312984	0.0262823	0.0365334	3.2179
13950	-15812.09	-15821.9	9.80333	0.14752	0.101032	0.0993786	0.0947492	0.114492	0.0984244	0.124075	0.0770512	0.0894912	0.180388	0.0915426	0.092501	0.0783384	0.0887606	0.126803	0.126382	0.104797	0.0983615	0.0993433	0.0757467	0.102531	0.086488	0.155656	0.0174856	0.0223394	0.0401704	0.0228183	0.0188397	0.0521645	0.0225113	0.0396942	0.0275309	0.0207116	0.0517032	0.0866929	0.0296243	0.0338096	0.027222	0.0521904	0.0458854	0.026027	0.0161701	0.0297731	3.137218
13960	-15806	-15816.17	10.16514	0.131621	0.0949156	0.0913387	0.0798479	0.0958984	0.0804817	0.137188	0.0666946	0.109341	0.151314	0.0917129	0.0742836	0.0910605	0.0929999	0.114696	0.111148	0.115397	0.112831	0.114617	0.0645001	0.0905933	0.0796694	0.187309	0.029547	0.0306311	0.0241461	0.0228068	0.0211128	0.0573298	0.0266037	0.0323891	0.0338397	0.0125266	0.0488389	0.0853794	0.0322785	0.033047	0.0472641	0.0461493	0.0363274	0.0327843	0.0275154	0.0410606	3.101037
13970	-15814.5	-15823.17	8.669985	0.135988	0.106306	0.102331	0.0774725	0.124067	0.080149	0.116767	0.0946936	0.100086	0.212853	0.0759072	0.0919219	0.0872158	0.102555	0.103108	0.120632	0.116507	0.116943	0.118613	0.0646087	0.0806384	0.0746143	0.177207	0.029131	0.0388898	0.00990392	0.0254035	0.0125906	0.0737012	0.0303061	0.0243114	0.027309	0.0255131	0.0585825	0.102672	0.0215755	0.0331983	0.035896	0.0445996	0.0484909	0.0374868	0.0323123	0.0574925	3.250552
13980	-15809.99	-15819.09	9.099485	0.149494	0.104858	0.0890146	0.0808433	0.111977	0.0667463	0.133957	0.072223	0.110257	0.191446	0.0694473	0.0906039	0.106089	0.0942301	0.100681	0.141016	0.118509	0.101689	0.108058	0.0845596	0.109612	0.0794687	0.17074	0.0353522	0.0242182	0.0106546	0.0220846	0.0128782	0.0530328	0.0237617	0.0302273	0.0308482	0.0132985	0.0559932	0.0818885	0.02378	0.0394055	0.0484781	0.0541676	0.0468522	0.0491901	0.0158456	0.0501252	3.207602
13990	-15806.81	-15815.29	8.476514	0.139588	0.0948144	0.119311	0.096221	0.104071	0.0864443	0.125554	0.0878856	0.10017	0.147873	0.0804624	0.0943141	0.0975632	0.100111	0.110399	0.107814	0.112378	0.137318	0.128799	0.0797501	0.112484	0.080262	0.146979	0.0338165	0.0322323	0.0166057	0.0219778	0.0192945	0.0595234	0.0353409	0.0488302	0.0284941	0.0143445	0.0631961	0.101237	0.0331836	0.0237353	0.0379748	0.0535963	0.0572786	0.0369751	0.0178735	0.0438235	3.269899
14000	-15818.93	-15828.85	9.916603	0.141041	0.102849	0.0800447	0.0934037	0.106959	0.0675282	0.099619	0.0917653	0.0919407	0.146782	0.0806521	0.0940201	0.0833073	0.107373	0.126474	0.0948533	0.13819	0.0888611	0.144795	0.0658549	0.074272	0.0825709	0.156042	0.0308168	0.0284691	0.00919467	0.0368352	0.0342243	0.0805934	0.0203917	0.0390315	0.0360725	0.0221846	0.0493271	0.0915953	0.0290822	0.0277034	0.0299854	0.060248	0.0441226	0.0255417	0.0198395	0.0514344	3.12589
14010	-15826.16	-15835.48	9.316939	0.131949	0.0882806	0.0811869	0.0796569	0.118799	0.0648435	0.126879	0.0799838	0.108102	0.142872	0.0834593	0.111173	0.117596	0.0976098	0.122515	0.0947323	0.113524	0.0940622	0.135019	0.081443	0.0946905	0.0983061	0.175504	0.0271982	0.0383505	0.0457072	0.0107452	0.017729	0.0792862	0.0130286	0.0325238	0.0398607	0.017503	0.0415015	0.0778007	0.0403965	0.0427187	0.0305566	0.049007	0.0475212	0.0169253	0.0316176	0.0436924	3.185857
14020	-15816.88	-15826.68	9.796807	0.159047	0.0865159	0.103825	0.102662	0.0988779	0.0800471	0.102489	0.101285	0.0912313	0.144363	0.0679282	0.0881986	0.0967097	0.0957615	0.117201	0.113228	0.11915	0.100088	0.109815	0.081443	0.0990161	0.0791902	0.15868	0.0262869	0.0293222	0.025036	0.0178444	0.0228076	0.05417	0.0352533	0.0517063	0.0194384	0.0121433	0.0741651	0.0714313	0.0249651	0.0383016	0.0333892	0.0561676	0.0384272	0.0175671	0.0408597	0.0518352	3.13787
14030	-15806.59	-15815.88	9.289326	0.135907	0.0917417	0.104644	0.0887837	0.106178	0.084072	0.128029	0.0873231	0.0900482	0.158724	0.0682748	0.0821371	0.114777	0.100948	0.119495	0.118976	0.116959	0.108272	0.118925	0.0848169	0.0752567	0.081988	0.161364	0.0301135	0.0402583	0.0209712	0.0240294	0.0204727	0.0432964	0.0275052	0.0356802	0.0188496	0.0272032	0.0644542	0.105487	0.0369498	0.0379189	0.03814	0.0516908	0.0329657	0.0443877	0.025566	0.0350376	3.188618
14040	-15809.17	-15817.87	8.692503	0.155017	0.082897	0.0892298	0.092576	0.113589	0.0876369	0.126641	0.0818596	0.0929785	0.154822	0.101041	0.0880249	0.0971558	0.105882	0.128073	0.115749	0.128041	0.108272	0.109982	0.0734366	0.0998427	0.0905862	0.205127	0.0334096	0.0235056	0.0198241	0.0189158	0.0208052	0.045678	0.0296343	0.0356802	0.0202089	0.0213476	0.0500114	0.0741591	0.0211249	0.0399713	0.0499033	0.0540248	0.0393758	0.0400732	0.0350853	0.0471013	3.2483
14050	-15807.37	-15816.92	9.556095	0.131633	0.0820824	0.10133	0.101973	0.125115	0.0947743	0.111482	0.0821833	0.0899562	0.162019	0.0634928	0.0896605	0.0945981	0.106507	0.0998865	0.110725	0.123776	0.0926111	0.101996	0.0710315	0.0773916	0.0872437	0.178841	0.045809	0.0308249	0.0247307	0.0300674	0.0303157	0.0460041	0.021174	0.0355927	0.031239	0.0197519	0.0550151	0.0970213	0.0309603	0.0309022	0.0307865	0.0455542	0.0484972	0.0355902	0.0338002	0.0579943	3.161941
14060	-15804.8	-15813.82	9.019111	0.123151	0.0897851	0.0989279	0.098985	0.129305	0.0836833	0.137629	0.089788	0.0960237	0.177747	0.0831384	0.0657062	0.0984899	0.106348	0.100935	0.127736	0.129111	0.10375	0.110981	0.0742729	0.0773081	0.0741935	0.187778	0.0289048	0.0311555	0.0377485	0.0219144	0.0103507	0.0431406	0.0284987	0.0355927	0.0342243	0.0281966	0.056395	0.0993402	0.0355508	0.0337595	0.0347236	0.0427711	0.0395213	0.0387409	0.0190647	0.0512739	3.21564
14070	-15815.33	-15823.94	8.606854	0.131967	0.0988718	0.106391	0.128174	0.109334	0.0757952	0.126936	0.0745591	0.0914893	0.154085	0.0794816	0.0890116	0.106876	0.106348	0.095134	0.103387	0.138646	0.104132	0.124151	0.073055	0.0908598	0.0818297	0.167066	0.0382868	0.0250983	0.0253078	0.0320429	0.0241516	0.0347002	0.0524289	0.0327012	0.031989	0.0333376	0.0513529	0.10015	0.026448	0.020506	0.039311	0.0500737	0.0573279	0.0388328	0.0170124	0.0682255	3.256865
14080	-15804.29	-15814.1	9.806869	0.131967	0.104399	0.0906531	0.0748707	0.110006	0.0840676	0.105032	0.0745591	0.091906	0.16044	0.0921032	0.0894145	0.0913032	0.0921583	0.109738	0.121924	0.1038	0.115912	0.122682	0.0743042	0.0990095	0.0807215	0.174619	0.0358298	0.0274903	0.0273505	0.0243206	0.0312182	0.0370064	0.0283157	0.040653	0.0315987	0.0249988	0.0640563	0.0740217	0.0260705	0.0285652	0.0399875	0.0632252	0.045053	0.0302302	0.019375	0.0419072	3.136864
14090	-15813.26	-15822.16	8.89872	0.122144	0.085663	0.102732	0.0821784	0.125196	0.0820264	0.127159	0.0740354	0.10601	0.172598	0.080721	0.108439	0.117953	0.086972	0.121233	0.149876	0.148567	0.0981755	0.134902	0.0639701	0.089531	0.0852047	0.15025	0.030207	0.0321812	0.0332249	0.0237138	0.0245404	0.0597848	0.0227432	0.041006	0.0108116	0.00698906	0.0549939	0.0769589	0.0289337	0.0333038	0.0484514	0.0458503	0.0500386	0.0357241	0.0134523	0.0392341	3.227679
14100	-15815.18	-15823.57	8.388176	0.143597	0.0811799	0.101702	0.0903266	0.119793	0.0737518	0.119972	0.0638249	0.110295	0.195719	0.0936401	0.0750376	0.0956752	0.0990118	0.115501	0.114264	0.123834	0.130196	0.12055	0.073613	0.108475	0.059399	0.162427	0.0323826	0.0434303	0.0286858	0.0411221	0.0222606	0.052296	0.0271533	0.029195	0.0209837	0.0171711	0.0689255	0.099365	0.03878	0.0225867	0.0420666	0.073091	0.0502779	0.0264598	0.0275277	0.0431876	3.278733
14110	-15809	-15817.61	8.615531	0.143597	0.0779089	0.0824856	0.0806887	0.122002	0.0909785	0.133772	0.0982305	0.0801088	0.159563	0.0827196	0.0843149	0.0845614	0.10347	0.110034	0.144768	0.135763	0.100432	0.130814	0.0936728	0.101739	0.0869537	0.156349	0.0353591	0.027406	0.0380496	0.0306134	0.0151404	0.0663007	0.030001	0.0392567	0.0259228	0.0247296	0.0510604	0.0956003	0.0305745	0.040516	0.0374487	0.0526765	0.0408582	0.0240357	0.0235072	0.0420154	3.255998
14120	-15803.08	-15812.37	9.291883	0.143947	0.100085	0.100403	0.0806887	0.121526	0.08291	0.117573	0.0769856	0.105091	0.156218	0.0781022	0.0843149	0.0802657	0.0959181	0.117	0.103137	0.124674	0.109841	0.111664	0.0872882	0.0863846	0.0882541	0.170452	0.020597	0.0395252	0.0473992	0.0304414	0.0127942	0.0477022	0.031673	0.0272379	0.0259565	0.0297483	0.0558878	0.0900063	0.0257827	0.0322848	0.0283961	0.0679869	0.0479547	0.034202	0.0300986	0.0399638	3.188362
14130	-15802.79	-15812.11	9.325176	0.123539	0.0926821	0.100403	0.100951	0.108607	0.089955	0.135891	0.067383	0.105124	0.174579	0.0852414	0.0782836	0.114708	0.0960774	0.114061	0.124563	0.130488	0.0976145	0.125535	0.069148	0.0726698	0.0816536	0.174957	0.0356203	0.0268175	0.0272779	0.0275024	0.0160367	0.0568809	0.0266307	0.0393099	0.0166232	0.0170922	0.0474563	0.0910359	0.0292244	0.0377085	0.0412632	0.0458407	0.0625802	0.0257231	0.0144657	0.0358272	3.185033
14140	-15804.73	-15814.14	9.405271	0.138885	0.0995115	0.0931799	0.0951144	0.0987176	0.0749665	0.118025	0.0876032	0.0877525	0.144554	0.0886828	0.087828	0.103395	0.0820477	0.112224	0.107908	0.120379	0.119376	0.120676	0.0971433	0.081328	0.0777192	0.171506	0.0299608	0.0354808	0.0282687	0.0351031	0.0235148	0.0639793	0.0235228	0.0342549	0.0361863	0.0137332	0.058795	0.0887909	0.0297968	0.0280479	0.0506908	0.0539348	0.05087	0.02725	0.0153885	0.0409338	3.177024
14150	-15813.17	-15822.64	9.46369	0.151129	0.0969567	0.112502	0.0784386	0.133253	0.0606319	0.140808	0.0654912	0.0904354	0.187647	0.0852512	0.075382	0.0945799	0.0837987	0.103086	0.111301	0.144256	0.106489	0.121075	0.0882535	0.0830631	0.0943456	0.15683	0.0223735	0.0357332	0.0377814	0.028746	0.0153916	0.0519953	0.0410404	0.0385143	0.0274154	0.0100533	0.0596278	0.076823	0.0247541	0.021142	0.0373041	0.0428901	0.0271545	0.0374502	0.0212736	0.0487134	3.171182
14160	-15810.05	-15818.97	8.922164	0.130705	0.101558	0.105656	0.0880802	0.117003	0.0758556	0.108693	0.087953	0.0873941	0.160321	0.0968788	0.0742098	0.0886188	0.0788714	0.140117	0.112181	0.115751	0.106489	0.114161	0.0828295	0.108331	0.0801015	0.181868	0.0287525	0.0365682	0.0286193	0.0244569	0.0218521	0.060952	0.0398974	0.0253521	0.018226	0.0209957	0.0629918	0.0949485	0.0247471	0.026651	0.0438641	0.0595735	0.0452699	0.0365401	0.0224658	0.0589841	3.225334
14170	-15812.79	-15821.35	8.552122	0.138586	0.106603	0.0898524	0.0860371	0.105728	0.080499	0.148316	0.0799307	0.0995494	0.16911	0.0881066	0.0583292	0.0886188	0.120011	0.11041	0.125403	0.120965	0.102982	0.130691	0.0832768	0.0962898	0.0909263	0.185114	0.019491	0.0238896	0.0243763	0.0252422	0.0105872	0.070611	0.0369172	0.0451957	0.0361115	0.0204397	0.0447503	0.0782748	0.0215167	0.0261229	0.0335536	0.0667994	0.0411162	0.0425784	0.039111	0.0503189	3.262339
14180	-15805.26	-15814.39	9.121275	0.139599	0.111706	0.0855716	0.0984457	0.122105	0.0850704	0.115195	0.0805342	0.103861	0.171082	0.0912739	0.102994	0.0914024	0.0914033	0.103382	0.126018	0.117478	0.103389	0.106102	0.0774875	0.0944088	0.0856668	0.171534	0.0340599	0.0365122	0.0168079	0.0409973	0.0177704	0.0574981	0.0202183	0.0326122	0.0282265	0.019928	0.0577694	0.0751558	0.0306016	0.0293331	0.0237244	0.0598859	0.0487605	0.0275984	0.0268371	0.0454147	3.205423
14190	-15814.93	-15823.82	8.889104	0.161646	0.0813933	0.0985117	0.0884018	0.13293	0.0743871	0.119322	0.0801053	0.108349	0.158386	0.0758728	0.0867849	0.0847664	0.0868057	0.106461	0.132415	0.159442	0.135174	0.130589	0.0768131	0.0946909	0.0893105	0.20081	0.0187854	0.0220796	0.017186	0.0314873	0.0190682	0.0491447	0.0178094	0.026884	0.0242646	0.0215378	0.0354102	0.0751558	0.019338	0.0287345	0.0315256	0.0475578	0.0487605	0.0387293	0.0532182	0.0385951	3.22864
14200	-15807.94	-15816.68	8.732365	0.137895	0.091537	0.0985117	0.0841711	0.130611	0.0843778	0.131607	0.0791607	0.0794755	0.15778	0.0979131	0.0837429	0.111558	0.0947013	0.114036	0.145729	0.130171	0.133467	0.128339	0.0750536	0.079281	0.079244	0.156675	0.0229258	0.0260194	0.0161295	0.0284598	0.0223167	0.0591654	0.0313279	0.0552015	0.0228465	0.0262793	0.0467702	0.0799984	0.0358344	0.0247832	0.0270023	0.0496723	0.0547001	0.0274216	0.0334822	0.0489403	3.244314
14210	-15813.91	-15822.3	8.386242	0.121881	0.0938918	0.104949	0.0946467	0.133714	0.0875842	0.136181	0.0612717	0.112701	0.176182	0.0886668	0.0778487	0.122219	0.0970946	0.099741	0.126097	0.113649	0.116446	0.128937	0.0709249	0.079281	0.0913559	0.207856	0.0213538	0.0159351	0.0185119	0.0271817	0.0237435	0.0304482	0.025798	0.0362689	0.0234719	0.0399385	0.0564225	0.108407	0.0316241	0.029082	0.0521698	0.02665	0.0619817	0.0293028	0.0259264	0.0515901	3.278927
14220	-15812.39	-15822.26	9.8742	0.116131	0.0876925	0.106514	0.0946467	0.10252	0.0694716	0.136181	0.0690714	0.0791079	0.175281	0.0897629	0.0690163	0.101553	0.0725687	0.106872	0.144604	0.126983	0.117867	0.112271	0.0696466	0.0896626	0.0913905	0.182312	0.0256968	0.0211032	0.0126199	0.0275098	0.0369117	0.0560626	0.025299	0.0314823	0.0385063	0.0618394	0.0385028	0.0881761	0.0281756	0.021499	0.0386129	0.0340218	0.0439324	0.0301447	0.021829	0.0370787	3.130131
14230	-15822	-15830.3	8.299248	0.159846	0.0880791	0.121454	0.0939099	0.0984339	0.095683	0.136005	0.0869263	0.07964	0.150299	0.0730302	0.0868547	0.0985842	0.0848516	0.137239	0.128561	0.140911	0.105074	0.112496	0.0702294	0.0908284	0.0911743	0.173635	0.01917	0.0289817	0.00943817	0.0294809	0.0425024	0.0410158	0.0239425	0.0518814	0.0442954	0.0401494	0.0441645	0.0911792	0.0317064	0.0306071	0.072081	0.0201015	0.0661188	0.0330135	0.0287451	0.0353053	3.287626
14240	-15816.94	-15826.17	9.228007	0.140867	0.10597	0.0923693	0.10623	0.102133	0.0811328	0.136595	0.0746715	0.101748	0.146069	0.0758048	0.0824254	0.0879956	0.0984172	0.0977179	0.109289	0.105911	0.111844	0.116544	0.073135	0.0936831	0.0745152	0.170277	0.0338744	0.0238281	0.0235457	0.0262854	0.0412293	0.0574726	0.029683	0.0490322	0.0302075	0.0530745	0.0301786	0.0972398	0.0292011	0.0274706	0.072081	0.0175315	0.052609	0.0432816	0.0284938	0.0430832	3.19475
14250	-15805.69	-15814.82	9.135017	0.140867	0.101554	0.101244	0.103245	0.136348	0.0811328	0.113341	0.0774138	0.104969	0.146272	0.0669448	0.0917458	0.101728	0.092284	0.10408	0.11795	0.143787	0.113285	0.125848	0.0697433	0.0831277	0.0935244	0.142371	0.0305679	0.0286051	0.0379832	0.0223809	0.0317535	0.042008	0.0203428	0.0393461	0.0289661	0.0566738	0.0428322	0.106216	0.0354209	0.0276547	0.0347447	0.0267156	0.0501926	0.0346401	0.0119384	0.04226	3.204049
14260	-15805.55	-15815.14	9.585028	0.14533	0.0921853	0.0807323	0.0985368	0.115115	0.076235	0.114513	0.0774138	0.0929838	0.189359	0.0767246	0.0845902	0.0944987	0.101505	0.111986	0.0974598	0.137695	0.102715	0.117111	0.0730892	0.084657	0.0893539	0.186943	0.0201604	0.0262277	0.0118378	0.0226818	0.0200236	0.0630501	0.0244073	0.0368553	0.0233431	0.0381993	0.076272	0.0784777	0.0206001	0.0237556	0.0382122	0.0351659	0.060053	0.0252764	0.0388969	0.0348186	3.159048
14270	-15812.99	-15822.22	9.235974	0.128121	0.0968636	0.108177	0.0926218	0.131749	0.0698326	0.104205	0.0920092	0.11818	0.156561	0.07129	0.0778196	0.100667	0.10131	0.102973	0.0883789	0.129067	0.118056	0.111907	0.0766491	0.0874413	0.0756327	0.191957	0.0234324	0.0275831	0.0238186	0.0364602	0.0132928	0.0473986	0.0252973	0.0404219	0.04238	0.0479295	0.0813938	0.0813049	0.0344139	0.031954	0.0378605	0.0366598	0.0288649	0.0447294	0.018146	0.0391408	3.193953
14280	-15804.88	-15814.25	9.367006	0.140578	0.0902446	0.0988652	0.0920696	0.111608	0.0767098	0.112838	0.069077	0.102199	0.165469	0.0781877	0.106538	0.0915294	0.0965664	0.109325	0.0990746	0.153276	0.11796	0.107584	0.08693	0.0879885	0.0939172	0.155485	0.0282093	0.0259502	0.0182467	0.0316811	0.0120333	0.0489647	0.0316819	0.025101	0.0276541	0.0404022	0.0667658	0.0895174	0.0403251	0.0436892	0.0435264	0.0272531	0.0367548	0.0330962	0.0169634	0.049013	3.18085
14290	-15807.63	-15818.32	10.68781	0.12341	0.0756629	0.0952601	0.0846243	0.121256	0.100416	0.110462	0.0718153	0.102199	0.163822	0.0781877	0.0716492	0.0915989	0.0807847	0.11676	0.0981384	0.111825	0.119225	0.119532	0.0647571	0.0910148	0.0855584	0.154948	0.0139426	0.0247618	0.0162801	0.0206348	0.0220209	0.0569865	0.0196398	0.034077	0.0317338	0.0472448	0.0542049	0.0990196	0.0228868	0.0362814	0.0376865	0.0376742	0.0342988	0.0360743	0.0188323	0.0515801	3.048769
14300	-15808.34	-15816.56	8.217186	0.155749	0.115983	0.102814	0.0817451	0.117885	0.0717267	0.12704	0.0826221	0.105965	0.151681	0.0845265	0.0902694	0.102306	0.104041	0.137369	0.120912	0.128439	0.123451	0.114279	0.0736907	0.100479	0.0891266	0.161108	0.0141432	0.0371681	0.0154656	0.0235642	0.0311689	0.0555877	0.0289323	0.0363391	0.03942	0.0548053	0.0469742	0.105449	0.0314363	0.0229039	0.0455685	0.0238128	0.036016	0.024546	0.0334758	0.0458463	3.295832
14310	-15810	-15819.31	9.309761	0.125703	0.101754	0.0835284	0.0980174	0.110455	0.0694577	0.12654	0.0826221	0.112722	0.151681	0.0903925	0.07966	0.0807273	0.097788	0.144978	0.128841	0.103385	0.121924	0.119236	0.0736907	0.0819055	0.0964119	0.148223	0.0322003	0.0326392	0.0142348	0.0258379	0.0404098	0.0516109	0.0346945	0.0414654	0.0281634	0.0548053	0.0547539	0.0753118	0.0197163	0.0382308	0.0363222	0.0275847	0.0460967	0.0361476	0.0208174	0.0458883	3.186575
14320	-15821.16	-15829.94	8.781967	0.13645	0.091611	0.117994	0.0980174	0.115413	0.0703244	0.0972153	0.0914622	0.0878836	0.16825	0.0787342	0.072287	0.0900012	0.138966	0.135636	0.143907	0.121108	0.125193	0.103651	0.0653386	0.0766455	0.0789507	0.190631	0.0269517	0.0381085	0.021199	0.0290664	0.0222535	0.0523916	0.0381677	0.0359715	0.0122302	0.0528147	0.063613	0.0915833	0.040534	0.0221842	0.027731	0.0412272	0.0344584	0.0249169	0.0258189	0.0424634	3.239354
14330	-15812.95	-15821.86	8.90272	0.128716	0.117689	0.0948528	0.0763731	0.09583	0.0841584	0.115273	0.0871512	0.112092	0.174618	0.0876365	0.0821182	0.0985228	0.0929993	0.126123	0.135484	0.146356	0.0953257	0.103651	0.0668083	0.111325	0.0903026	0.168915	0.0285862	0.029349	0.0281242	0.0273308	0.0130138	0.0590716	0.0252661	0.0361251	0.0264409	0.0339292	0.0693483	0.103681	0.0234852	0.0385701	0.0344915	0.0166468	0.0441474	0.0337302	0.0146853	0.0489351	3.227279
