Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
6130	-15812.69	-15820.22	7.522984	0.123193	0.113462	0.0980655	0.099953	0.14289	0.0982466	0.11076	0.0995409	0.108499	0.146462	0.0759798	0.0934054	0.0947499	0.102974	0.135541	0.127173	0.116242	0.139008	0.113888	0.0868471	0.104018	0.087931	0.177486	0.0290715	0.0321616	0.02529	0.0260491	0.0208496	0.0604846	0.0439547	0.0531268	0.0211944	0.0431963	0.0431548	0.0691157	0.0248991	0.0297189	0.0403505	0.0283613	0.0351732	0.0363246	0.0442772	0.0621826	3.365252
6140	-15805.09	-15814.76	9.66679	0.114879	0.0870731	0.0876525	0.109924	0.111725	0.0930474	0.111188	0.0721423	0.0755149	0.179113	0.0784073	0.0856788	0.097076	0.0876936	0.110634	0.128915	0.133938	0.0921105	0.105804	0.0926655	0.109494	0.0758847	0.153939	0.00972547	0.0222927	0.0308657	0.0217516	0.0168445	0.0573036	0.0321801	0.0340343	0.0213933	0.0547695	0.0545774	0.0824528	0.0273285	0.0319176	0.0390504	0.0387078	0.0617484	0.0440841	0.0291691	0.0461759	3.150872
6150	-15803.44	-15812.53	9.093124	0.141874	0.0951918	0.0824991	0.0988452	0.121818	0.0896981	0.15725	0.0730037	0.0980997	0.163412	0.0834472	0.0673349	0.0984889	0.0906835	0.113276	0.137148	0.131188	0.119649	0.122833	0.0804857	0.0976781	0.0769518	0.17541	0.00639271	0.0148968	0.0316381	0.0210091	0.0164123	0.0385201	0.0325792	0.0393913	0.0199783	0.0499232	0.0482891	0.0753895	0.0333578	0.0318728	0.044558	0.0367455	0.0407461	0.0403715	0.0300018	0.0398992	3.208238
6160	-15807.09	-15815.34	8.252486	0.149167	0.0949568	0.0992226	0.0872696	0.129351	0.0782469	0.16185	0.0616764	0.0942719	0.173124	0.0963713	0.0890236	0.0984889	0.0906835	0.102416	0.140771	0.144302	0.126684	0.117222	0.083892	0.0942612	0.0790266	0.156624	0.0231953	0.0280779	0.0283712	0.0331343	0.0234239	0.0572481	0.0298303	0.0351154	0.0177867	0.045376	0.06094	0.0822569	0.029804	0.0280004	0.0387019	0.0394963	0.0347444	0.0364351	0.0396112	0.0318528	3.292302
6170	-15808.23	-15817.04	8.802681	0.137891	0.105155	0.0885204	0.105056	0.102499	0.0955594	0.128581	0.0810048	0.0942719	0.168447	0.0811023	0.0865351	0.11963	0.101514	0.127633	0.131024	0.1073	0.0963772	0.139263	0.073457	0.0924339	0.0922584	0.18053	0.017484	0.0309317	0.0265326	0.0180829	0.0310347	0.050745	0.0175431	0.0352174	0.0120507	0.0531591	0.0430651	0.0773906	0.0281644	0.0422403	0.043244	0.0304222	0.0456741	0.038799	0.018497	0.0409617	3.237283
6180	-15804.09	-15813.69	9.598855	0.132309	0.0897498	0.0859515	0.109928	0.129053	0.0887709	0.126308	0.0915783	0.0831118	0.180642	0.0702431	0.0788501	0.092533	0.0969312	0.114753	0.121498	0.10512	0.105778	0.125308	0.0672242	0.0777446	0.0946075	0.158064	0.0300109	0.0297554	0.0285522	0.0356569	0.0273057	0.0468172	0.022343	0.0346186	0.0119639	0.062108	0.0345563	0.0773906	0.0243028	0.0369733	0.0263491	0.0275134	0.0622344	0.0267665	0.0464348	0.0399553	3.157665
6190	-15819.27	-15829	9.730569	0.112566	0.115478	0.0997572	0.0960112	0.127974	0.0757388	0.135849	0.0790337	0.104141	0.181604	0.05827	0.0621494	0.0854186	0.0762495	0.10412	0.136681	0.116834	0.110135	0.11411	0.0695112	0.102534	0.0645202	0.158382	0.0468693	0.0222373	0.015519	0.0207981	0.0279637	0.0439875	0.0560216	0.0473017	0.00614383	0.0423992	0.041186	0.0723154	0.0252192	0.0324758	0.0490661	0.0224457	0.046733	0.0453878	0.0533678	0.0399879	3.144494
6200	-15807.72	-15816.94	9.219321	0.128727	0.11546	0.109289	0.0906269	0.116418	0.109696	0.135849	0.0806273	0.0923303	0.176765	0.0631189	0.0942282	0.0819537	0.0771914	0.120404	0.117075	0.109183	0.114917	0.134076	0.0734623	0.0851052	0.0668574	0.153875	0.0513307	0.0227554	0.0182813	0.0352694	0.03189	0.044817	0.0267471	0.0267326	0.019533	0.0467802	0.055253	0.0802362	0.0273036	0.0389227	0.0347468	0.0265081	0.0473561	0.0310056	0.0415979	0.0413182	3.195619
6210	-15812.3	-15820.37	8.074356	0.128727	0.0959636	0.0945622	0.0920851	0.115088	0.0731715	0.13336	0.0847285	0.0986048	0.205474	0.088049	0.0945535	0.0866512	0.0999612	0.113903	0.133629	0.136003	0.107116	0.123549	0.10699	0.0768616	0.0889674	0.190462	0.0319515	0.0284683	0.00890587	0.0344371	0.0373675	0.0403466	0.0330036	0.0273473	0.0293892	0.048114	0.0581432	0.0637524	0.0420329	0.0312856	0.0335259	0.0123177	0.0480315	0.0356173	0.0468945	0.0507233	3.310115
6220	-15810.07	-15818.07	8.003374	0.133592	0.109306	0.0782087	0.0953303	0.136667	0.0761842	0.114871	0.0840923	0.0890129	0.190171	0.0792519	0.0917686	0.0960112	0.105577	0.125798	0.136642	0.119184	0.133828	0.118687	0.0731729	0.0768616	0.0914099	0.212522	0.0371362	0.023669	0.0288289	0.029416	0.016388	0.0611109	0.0269638	0.0432913	0.0261322	0.044104	0.0474831	0.0683252	0.0283679	0.0335006	0.0368078	0.0180128	0.0576738	0.0373418	0.0245614	0.0599491	3.317213
6230	-15813	-15822.38	9.371718	0.153732	0.0805456	0.0838594	0.131921	0.102626	0.0834143	0.141394	0.080108	0.103576	0.149824	0.0673195	0.094311	0.100305	0.105642	0.115159	0.119365	0.104285	0.105822	0.116688	0.079965	0.104922	0.0751085	0.127536	0.017615	0.0253555	0.0244438	0.044491	0.0201253	0.0630603	0.0242463	0.0276869	0.0332944	0.0398718	0.0434853	0.0729915	0.0385817	0.0345261	0.047729	0.0419678	0.0488027	0.0347203	0.0275012	0.0424524	3.180379
6240	-15804.49	-15813.04	8.546789	0.124912	0.0909934	0.08215	0.0984823	0.109485	0.0731329	0.145761	0.0938197	0.0936372	0.152702	0.0772449	0.101032	0.0903511	0.0891701	0.121168	0.15452	0.126439	0.113594	0.118423	0.0750721	0.104075	0.0722676	0.186673	0.0318184	0.0246103	0.0146471	0.0387831	0.0163659	0.0667939	0.0442356	0.0379492	0.0329778	0.0581762	0.0453433	0.0831876	0.0290189	0.0358503	0.038092	0.0173509	0.0418421	0.0289603	0.0369288	0.044834	3.262872
6250	-15806.7	-15816.55	9.850625	0.120411	0.100813	0.107455	0.0812925	0.0965139	0.0750837	0.145761	0.0754183	0.0995856	0.176783	0.0830407	0.0756808	0.0889328	0.090237	0.123983	0.132312	0.105178	0.104787	0.118996	0.0815617	0.062959	0.0809665	0.177415	0.0277845	0.0291894	0.00578495	0.023736	0.020332	0.0525627	0.0297774	0.0579873	0.0193618	0.0483115	0.0508665	0.0747292	0.0281514	0.0371521	0.0511092	0.0294856	0.0390603	0.0348741	0.0253418	0.041724	3.132488
6260	-15801.2	-15810.25	9.05416	0.12127	0.102866	0.0923525	0.120579	0.12189	0.0965894	0.121908	0.0669973	0.103273	0.158979	0.0643435	0.0783235	0.112153	0.102688	0.106002	0.137998	0.130029	0.0985676	0.126895	0.0805485	0.110181	0.0904637	0.166442	0.0236692	0.0307821	0.0147166	0.0186056	0.020183	0.0600512	0.0357725	0.0395522	0.0244582	0.0542593	0.0488713	0.0623545	0.0201332	0.0276783	0.0370884	0.0263585	0.0436252	0.0275633	0.0379611	0.0471131	3.212135
6270	-15808.41	-15817.99	9.574644	0.132001	0.0950365	0.0938445	0.0962456	0.125865	0.0771963	0.104961	0.0743241	0.100901	0.151891	0.0798328	0.0872433	0.081269	0.099364	0.0976323	0.115033	0.108699	0.124981	0.122819	0.0857815	0.0724344	0.0804665	0.191699	0.0282064	0.0210611	0.0285991	0.0272053	0.0219759	0.0540245	0.0149995	0.0365529	0.0210532	0.0575033	0.0667824	0.0757025	0.018056	0.0312618	0.0485066	0.0357366	0.0399466	0.0468078	0.0303344	0.0562489	3.160086
6280	-15802.81	-15811.68	8.874934	0.106271	0.0983009	0.0891591	0.128404	0.113204	0.0858413	0.135074	0.0913658	0.0967428	0.149727	0.0749906	0.0690705	0.106323	0.101077	0.0956772	0.10928	0.114169	0.118822	0.138801	0.0795094	0.0968468	0.0929993	0.174511	0.0320317	0.0325781	0.0180116	0.0228661	0.0187847	0.0636547	0.0328225	0.0356969	0.0405468	0.0496212	0.0446694	0.0820552	0.0254981	0.0393009	0.0306448	0.0323206	0.0374751	0.0309953	0.0431394	0.0511786	3.230057
6290	-15805.44	-15814.37	8.939224	0.117498	0.0731986	0.113384	0.0931603	0.126508	0.0849544	0.131692	0.0913658	0.0755618	0.192996	0.0749906	0.0882933	0.100826	0.10234	0.122396	0.130921	0.116258	0.127769	0.109345	0.0760555	0.0815676	0.0800209	0.184032	0.0277386	0.0286137	0.0158465	0.0203452	0.0131551	0.0458829	0.0255945	0.0341086	0.0277417	0.0618278	0.043444	0.0871587	0.0248492	0.0280418	0.0281263	0.0394086	0.0400875	0.0424741	0.0430393	0.0510111	3.223628
6300	-15807.64	-15816.4	8.758149	0.132208	0.0938192	0.0819866	0.101039	0.136053	0.0836591	0.120359	0.0814943	0.102791	0.148944	0.0808987	0.0861018	0.0901654	0.108794	0.0957457	0.143119	0.129132	0.103842	0.13181	0.088509	0.0790754	0.0773236	0.168011	0.0186745	0.0405843	0.0384997	0.0241442	0.0176751	0.0446383	0.0402976	0.0418584	0.0359565	0.0422179	0.0510299	0.0540392	0.0320762	0.0363204	0.029097	0.0358574	0.0497612	0.0442853	0.040745	0.0590973	3.241736
6310	-15806.05	-15814.4	8.353505	0.133355	0.0881985	0.112334	0.114397	0.103499	0.0693418	0.129323	0.0974082	0.0798496	0.16805	0.0761521	0.0962288	0.108804	0.100501	0.0931749	0.144362	0.130053	0.104311	0.13571	0.0811304	0.0859876	0.0882446	0.181729	0.0257304	0.0268247	0.0203345	0.0300303	0.0283464	0.0756696	0.0329343	0.0314351	0.0232684	0.0457459	0.0474169	0.0788899	0.0358591	0.0414948	0.0413387	0.0331358	0.0371632	0.0287231	0.0409053	0.0348104	3.2822
6320	-15812.58	-15821.44	8.859876	0.128445	0.109107	0.118489	0.13445	0.119938	0.0873092	0.12856	0.0605157	0.0900847	0.154162	0.0719062	0.0738716	0.104954	0.0857413	0.113953	0.127191	0.132144	0.0919486	0.109561	0.0808212	0.0793461	0.0745461	0.171712	0.0207444	0.0309652	0.0244242	0.0214585	0.0196754	0.0883678	0.0379337	0.0488984	0.0222841	0.044376	0.0480095	0.0700887	0.024367	0.0370836	0.0525858	0.0377072	0.0417444	0.0316263	0.0292728	0.0511929	3.231563
6330	-15805.23	-15814.69	9.459245	0.13014	0.0943168	0.106224	0.120055	0.0983494	0.0893933	0.106618	0.0842619	0.0779782	0.164697	0.0863299	0.0767082	0.083183	0.0810307	0.123402	0.127191	0.138129	0.103842	0.102579	0.0797643	0.079636	0.0769819	0.183432	0.0243853	0.0376977	0.0191788	0.0189784	0.0272703	0.0596004	0.035282	0.0319946	0.0157541	0.0475843	0.0451564	0.0975593	0.0226755	0.0485598	0.0381987	0.0324256	0.0472157	0.0367009	0.0270832	0.0440823	3.171626
6340	-15806.88	-15816.05	9.171526	0.125133	0.103686	0.103158	0.11053	0.137524	0.0698952	0.120114	0.086122	0.125728	0.172239	0.0662773	0.0797245	0.0841971	0.0800354	0.110096	0.112974	0.119118	0.11571	0.128501	0.0702399	0.100214	0.077069	0.175373	0.0408246	0.0337296	0.0379876	0.0244629	0.0224572	0.0568525	0.04403	0.0284876	0.0119671	0.0489183	0.0353316	0.0793308	0.0220883	0.0328361	0.0447807	0.0132386	0.0482192	0.0302845	0.0288827	0.0420308	3.200398
6350	-15813.32	-15822.16	8.841267	0.143329	0.107299	0.103968	0.105475	0.0941474	0.0876223	0.160643	0.0770101	0.0871317	0.16483	0.0614982	0.0945338	0.0998036	0.100715	0.0851538	0.133115	0.119118	0.107519	0.098471	0.0658619	0.0959811	0.0852404	0.170602	0.0568429	0.033911	0.0338817	0.0306662	0.0215987	0.0559087	0.0308595	0.0388541	0.0177258	0.0590832	0.0476637	0.0657666	0.0309249	0.0419247	0.0340846	0.0176876	0.056164	0.0270692	0.0395351	0.0442035	3.233424
6360	-15806.7	-15816.02	9.324656	0.127348	0.0775263	0.103664	0.112862	0.103966	0.0684193	0.110433	0.0770101	0.103502	0.167542	0.0745355	0.0835246	0.103707	0.10533	0.0800969	0.11775	0.140177	0.0978303	0.122612	0.0993286	0.102222	0.0914919	0.158091	0.0261468	0.0286245	0.024855	0.0218868	0.039778	0.059173	0.0326014	0.036582	0.0168817	0.0604138	0.0473624	0.0867939	0.0240325	0.0282848	0.0413025	0.0172102	0.0364634	0.0415691	0.0406649	0.0454894	3.185085
6370	-15802.09	-15811.34	9.246182	0.127906	0.0890035	0.10474	0.1017	0.116553	0.0813916	0.128833	0.0735204	0.103292	0.159575	0.0622154	0.0880714	0.0855778	0.0779818	0.116514	0.14503	0.1177	0.118504	0.142665	0.0847556	0.0887841	0.0957735	0.166994	0.0443482	0.0178966	0.0169645	0.0276571	0.017863	0.0469855	0.0229269	0.0309376	0.0287926	0.0453187	0.0437567	0.0684827	0.0306465	0.0317862	0.0402986	0.0193075	0.0570394	0.0337365	0.0396287	0.0514773	3.192933
6380	-15809.13	-15818.06	8.934171	0.119158	0.105734	0.0937892	0.103675	0.100267	0.0777879	0.125009	0.0671059	0.0982394	0.170002	0.0819012	0.0587257	0.107039	0.0868138	0.109265	0.150858	0.146949	0.125184	0.133607	0.0780446	0.105893	0.0754606	0.183192	0.0193689	0.0230403	0.0247259	0.0163666	0.0206238	0.051678	0.0393791	0.0443956	0.0204833	0.0644868	0.0426639	0.0697338	0.0226093	0.0346015	0.0396633	0.0152756	0.0428157	0.0417066	0.0454817	0.0413338	3.224134
6390	-15801.35	-15810.88	9.534748	0.130667	0.090523	0.0898022	0.100202	0.095809	0.0774522	0.137433	0.0729858	0.0947611	0.170002	0.0926365	0.0790371	0.101986	0.116243	0.118677	0.124642	0.108822	0.123408	0.110396	0.0599045	0.0887751	0.101681	0.175241	0.0240052	0.0252365	0.0351834	0.0205702	0.0140635	0.0590349	0.033261	0.0338256	0.0197643	0.0467241	0.0417102	0.0746802	0.0252498	0.0292031	0.0261649	0.0271539	0.050283	0.029167	0.0400834	0.0476237	3.164076
6400	-15803.97	-15813.72	9.74174	0.139651	0.125322	0.0865346	0.100202	0.11034	0.0810606	0.105719	0.0736115	0.112532	0.157457	0.0841139	0.0832049	0.0958958	0.0938548	0.107925	0.124642	0.12064	0.132791	0.105749	0.0623927	0.106673	0.0813508	0.162654	0.0157922	0.0275353	0.0304795	0.0245493	0.0168195	0.0601001	0.0435126	0.0289846	0.0131885	0.0434984	0.055244	0.0669975	0.0223227	0.0350938	0.0345045	0.0288518	0.0347657	0.0280055	0.0383092	0.0405033	3.143377
6410	-15811.96	-15820.69	8.731046	0.138785	0.0979197	0.116435	0.0964114	0.110733	0.103224	0.115861	0.0779512	0.103428	0.164806	0.0820278	0.0906767	0.081204	0.0995435	0.093083	0.110727	0.119998	0.100394	0.120134	0.0818321	0.104628	0.110646	0.154023	0.0248048	0.0373612	0.0426218	0.0366013	0.0308738	0.0565025	0.0418469	0.0312251	0.0183371	0.0430312	0.0441536	0.0855335	0.0335213	0.0229459	0.0211852	0.0250013	0.0583116	0.0346659	0.0323778	0.0490744	3.244446
6420	-15802.93	-15812.21	9.273215	0.130533	0.0973209	0.0911318	0.107606	0.0955269	0.0901146	0.11814	0.0829483	0.0916043	0.155379	0.0743343	0.0996334	0.0889007	0.0941901	0.0973681	0.142765	0.113147	0.129882	0.141457	0.0841552	0.0882053	0.0780823	0.166597	0.0241229	0.0238703	0.0275095	0.0378056	0.0252869	0.0607799	0.0312966	0.039683	0.0181783	0.0544887	0.0498682	0.063711	0.0303768	0.0247472	0.0376335	0.033013	0.0369907	0.0423984	0.0290862	0.0403603	3.190229
6430	-15812.01	-15821.51	9.507596	0.152594	0.108173	0.083735	0.0897031	0.112758	0.0814579	0.109697	0.0650908	0.103694	0.178636	0.084762	0.0707784	0.0898774	0.105476	0.111335	0.128561	0.11472	0.130638	0.110097	0.0857279	0.0899864	0.0647439	0.166013	0.0238748	0.0287306	0.00636403	0.0223025	0.0250177	0.0611583	0.0449218	0.0298396	0.0241793	0.0367064	0.0599007	0.0974166	0.0164959	0.0271097	0.0453114	0.034272	0.0409598	0.0369932	0.0268675	0.040113	3.166791
6440	-15802.17	-15811.9	9.73212	0.12375	0.0826681	0.100239	0.10052	0.113264	0.0745556	0.128734	0.081311	0.0932403	0.145795	0.086858	0.0797094	0.0882124	0.0978139	0.102753	0.119038	0.134457	0.110133	0.133684	0.0775004	0.0905891	0.0955128	0.148255	0.0303993	0.0242608	0.0156928	0.0195909	0.0252857	0.0435499	0.0376246	0.0298396	0.0276924	0.0529982	0.0683677	0.0908643	0.0288604	0.0274778	0.0291813	0.0284092	0.039588	0.0461751	0.0260153	0.0438721	3.144339
6450	-15811.93	-15820.06	8.133035	0.16016	0.0911412	0.115654	0.0923764	0.113264	0.0750674	0.13966	0.0854436	0.109512	0.161958	0.0782759	0.104656	0.0986777	0.0758922	0.109724	0.118135	0.143759	0.101369	0.117158	0.0942865	0.088873	0.104825	0.169221	0.0330468	0.0362389	0.0158527	0.03293	0.022768	0.0506157	0.0429285	0.0418363	0.0233378	0.0428138	0.0447041	0.100055	0.0241159	0.0226028	0.0446899	0.0284475	0.0406843	0.0293526	0.0281445	0.0499929	3.304247
6460	-15814.77	-15823.69	8.91898	0.126656	0.0793818	0.0895439	0.094694	0.130476	0.078384	0.108928	0.0874153	0.0994908	0.171119	0.0881256	0.0887397	0.0889007	0.114403	0.112795	0.121262	0.127704	0.120653	0.131532	0.0880018	0.0786677	0.0765878	0.146632	0.0232679	0.0196961	0.0270447	0.024916	0.022669	0.0618147	0.0185458	0.0352965	0.0305637	0.0684235	0.0459437	0.0798234	0.0358444	0.0291147	0.0713285	0.0165415	0.0529025	0.0341645	0.0429009	0.0347577	3.225653
6470	-15814.41	-15823.16	8.746217	0.123276	0.0964278	0.0907331	0.0812387	0.0942622	0.101221	0.124821	0.0944812	0.0896609	0.153771	0.0701302	0.0887397	0.0925678	0.10911	0.124907	0.137231	0.142198	0.115196	0.139666	0.0825906	0.111916	0.0674268	0.17412	0.018791	0.0311962	0.0237065	0.0244928	0.017623	0.0407263	0.0298846	0.0474197	0.00876893	0.0552238	0.0553743	0.0743211	0.0223844	0.0531693	0.0362865	0.0240061	0.0471905	0.0353198	0.0413971	0.0499569	3.242929
6480	-15806.42	-15815.24	8.826603	0.130742	0.102243	0.0907331	0.101501	0.096341	0.0720202	0.146384	0.0577529	0.104948	0.161664	0.0750929	0.0921637	0.108288	0.100189	0.116473	0.121006	0.134217	0.115196	0.144183	0.0656292	0.107134	0.0925735	0.157831	0.0278768	0.0280856	0.0266072	0.0283291	0.00863371	0.0481322	0.0391891	0.0384997	0.0267556	0.0289248	0.0613145	0.0616126	0.0184225	0.0313772	0.0385851	0.0514336	0.0530515	0.0487545	0.028643	0.0463554	3.23489
6490	-15807.53	-15816.28	8.744727	0.131914	0.0970906	0.114149	0.11532	0.111417	0.0943229	0.123372	0.0822233	0.0911885	0.183055	0.0943394	0.0711929	0.0952784	0.0866348	0.0975783	0.121006	0.140795	0.115196	0.135982	0.0544626	0.0844863	0.071388	0.155465	0.02642	0.0226034	0.0241376	0.0286208	0.0121775	0.0597017	0.0480964	0.0333568	0.0368195	0.0354619	0.0588955	0.0676404	0.0306487	0.0476015	0.0386324	0.0465648	0.0378647	0.0400522	0.0396069	0.0403189	3.243078
6500	-15809.8	-15817.97	8.164469	0.109774	0.11225	0.114945	0.0956122	0.111704	0.0961583	0.134182	0.087497	0.115297	0.126596	0.0781638	0.0827704	0.110597	0.104228	0.102858	0.151907	0.123452	0.133802	0.136212	0.0799193	0.0943616	0.0884079	0.174129	0.0311849	0.0236631	0.0203019	0.0294551	0.0191191	0.0615813	0.0313234	0.0348467	0.0283007	0.025273	0.0438573	0.0838224	0.0142005	0.0261273	0.0426621	0.0475977	0.0465109	0.0285392	0.0432616	0.054654	3.301104
6510	-15801.97	-15811.6	9.62749	0.117335	0.110424	0.105422	0.10324	0.10278	0.0781038	0.105697	0.0889446	0.0935582	0.153601	0.0795653	0.0930306	0.0940177	0.0958676	0.104245	0.122619	0.121243	0.109839	0.140597	0.0724709	0.097182	0.0715302	0.17173	0.0138843	0.0306287	0.0148577	0.0304655	0.0104382	0.0471237	0.0231235	0.0284044	0.0283924	0.0346656	0.04351	0.0788567	0.0141375	0.0302462	0.046591	0.0555339	0.0530054	0.0390814	0.0473997	0.0514137	3.154802
6520	-15809.89	-15819.13	9.243862	0.128726	0.101571	0.104312	0.0952708	0.101335	0.07166	0.114272	0.088903	0.0809034	0.159075	0.0722214	0.0817054	0.0957061	0.0893027	0.107176	0.116413	0.122253	0.128354	0.0943715	0.0822584	0.114657	0.09792	0.17602	0.0199338	0.0293146	0.0157963	0.0285294	0.0247158	0.0571781	0.0419338	0.0314401	0.0360799	0.0439166	0.0315052	0.0846245	0.0381993	0.0388232	0.0562862	0.0480396	0.0435103	0.0177321	0.0317904	0.0494304	3.193165
6530	-15809.97	-15819.41	9.437948	0.134454	0.0939163	0.107657	0.122118	0.108328	0.0884197	0.112661	0.0793088	0.101704	0.194094	0.0603476	0.0817054	0.0957061	0.0962027	0.110136	0.140131	0.118123	0.118039	0.0992453	0.0781001	0.100232	0.0563654	0.169719	0.0341831	0.0161218	0.0295497	0.0243584	0.0194285	0.0622489	0.0211309	0.0322875	0.0272511	0.017354	0.0384572	0.0751872	0.0186987	0.0429953	0.0510735	0.0436455	0.0421584	0.0392984	0.0232233	0.0483899	3.173756
6540	-15808.48	-15818.25	9.774394	0.111524	0.0834662	0.114494	0.104643	0.115748	0.0882175	0.106217	0.0872577	0.0863404	0.185262	0.0702814	0.0710989	0.0947233	0.0888321	0.108048	0.130347	0.142431	0.111198	0.121115	0.0702756	0.0965091	0.095806	0.143987	0.0296697	0.0105305	0.0258772	0.0347427	0.00979248	0.0505381	0.0325881	0.0284814	0.0217363	0.0194625	0.0548029	0.0689813	0.0219889	0.0325295	0.0383772	0.052921	0.0459249	0.0324456	0.0519552	0.0489448	3.140111
6550	-15806.97	-15817.25	10.28016	0.131014	0.0830412	0.102755	0.106897	0.108114	0.0824019	0.142272	0.0760395	0.082978	0.144761	0.0761833	0.093659	0.0886061	0.102667	0.0871939	0.137684	0.102235	0.101986	0.108939	0.0678445	0.0803832	0.0876939	0.178745	0.020965	0.0140316	0.025022	0.0203102	0.0122491	0.0603528	0.0287406	0.0392122	0.0250203	0.0379466	0.0472814	0.0771525	0.0366575	0.0227402	0.0290851	0.0497396	0.0578936	0.0291392	0.0399672	0.0419359	3.089535
6560	-15801.63	-15810.07	8.441637	0.129398	0.0808532	0.0915632	0.106311	0.089139	0.0983736	0.13684	0.0729982	0.103925	0.169532	0.0811419	0.0962499	0.111596	0.102667	0.120557	0.149022	0.117104	0.117866	0.126432	0.0850507	0.0929389	0.0912312	0.174373	0.0151589	0.020889	0.0133268	0.0264541	0.0167473	0.0489677	0.0284544	0.039382	0.0284774	0.0271983	0.0540514	0.0775758	0.0276001	0.0465856	0.0390159	0.0443935	0.0578936	0.0363246	0.0422143	0.0375121	3.273387
6570	-15805.65	-15814.25	8.602605	0.141997	0.0988522	0.0935394	0.120087	0.119923	0.0674707	0.117126	0.0810715	0.0892985	0.173587	0.0749283	0.100131	0.105446	0.102667	0.108826	0.143075	0.129046	0.114555	0.115508	0.079096	0.0929389	0.0760394	0.141108	0.0184454	0.0164871	0.0227351	0.0329265	0.0187297	0.0560172	0.0435329	0.0362245	0.0378234	0.037365	0.0355727	0.0655256	0.0301313	0.0305193	0.0469365	0.0662992	0.044679	0.0449507	0.034637	0.0514328	3.25729
6580	-15814.32	-15821.8	7.478522	0.123554	0.108725	0.115887	0.105184	0.113502	0.070359	0.143458	0.0795355	0.0891117	0.197417	0.0742047	0.0827005	0.0938717	0.0810498	0.12768	0.149628	0.148433	0.137967	0.11934	0.090486	0.102413	0.110607	0.154639	0.0182058	0.0201743	0.00862438	0.0356073	0.0183164	0.0596786	0.0314955	0.03487	0.0264756	0.0295639	0.0531053	0.0784532	0.0309694	0.0491071	0.0467786	0.0534458	0.0544877	0.0224743	0.0256511	0.0524615	3.369699
6590	-15805.76	-15815.76	9.998911	0.106247	0.0981307	0.0960375	0.103581	0.0982872	0.103056	0.130384	0.0703696	0.106665	0.159384	0.067968	0.0909886	0.0804498	0.089701	0.0973082	0.137996	0.127749	0.104836	0.133551	0.0759455	0.0915082	0.0757969	0.136736	0.0200209	0.023434	0.012206	0.0202526	0.0153772	0.054577	0.0272573	0.0385645	0.0318735	0.0266841	0.0410333	0.0703977	0.0392867	0.0383698	0.0436142	0.0573333	0.0578563	0.0345614	0.0414323	0.040851	3.11766
6600	-15809.57	-15818.29	8.721753	0.117076	0.0937183	0.110444	0.103248	0.125825	0.0792135	0.133947	0.060289	0.0905531	0.166658	0.0954027	0.0934536	0.115448	0.0720967	0.135037	0.13256	0.124848	0.121162	0.135797	0.0744219	0.101872	0.0879889	0.13678	0.019334	0.0360422	0.018912	0.0337979	0.0299612	0.0450857	0.040512	0.0390133	0.0266546	0.0331841	0.0532156	0.0837011	0.0215228	0.0240897	0.0372077	0.0557066	0.0396959	0.0258114	0.038247	0.0358397	3.245375
6610	-15808.52	-15816.53	8.00782	0.133095	0.0943064	0.0986592	0.0982468	0.125101	0.0662104	0.133947	0.0866418	0.10277	0.181343	0.0973044	0.0910015	0.106641	0.0939944	0.119962	0.142255	0.121934	0.136679	0.114987	0.0836411	0.101767	0.0926613	0.147868	0.0282523	0.0437732	0.0248157	0.0413654	0.0156801	0.0450723	0.035455	0.0361791	0.0245362	0.03851	0.0596857	0.0818116	0.0379091	0.0227135	0.0389567	0.0378486	0.0343182	0.0255838	0.0354913	0.0377938	3.316769
6620	-15811.89	-15820.46	8.569254	0.112963	0.0906816	0.0993119	0.127138	0.123268	0.066725	0.124543	0.0925042	0.11839	0.141743	0.0830943	0.0755015	0.100135	0.100438	0.1127	0.136273	0.116171	0.123759	0.139223	0.0757828	0.087609	0.0900223	0.169179	0.0190133	0.0293418	0.0179263	0.0258406	0.0276546	0.05264	0.0483213	0.0492398	0.032895	0.037906	0.0322403	0.06439	0.0336678	0.0406511	0.0415967	0.0495753	0.0535459	0.0266129	0.027882	0.0425278	3.260625
